name_anno,max_exp,max_exp_raw
125465,24.41,22799791.93
84665,24.14,18799977.78
141423,24.12,19998407
82560,24.05,17950103.22
105065,23.76,15320662.4
142626,23.76,14381818.83
79000,23.48,11927066.1
42195,23.44,12653714.27
41691,23.36,11077502.92
46246,23.34,11296647.49
78378,23.21,10081540.11
46390,23.18,9921220.79
85647,23.17,9676534.27
46347,23.12,9680081.44
114497,23.1,10490482.46
6602,23.06,8943176.93
136098,23.03,9238889.98
142698,23,9192651.52
12559,22.99,8499224.85
82753,22.97,8799926.63
138997,22.95,8211799.34
136262,22.94,8579160.18
145675,22.93,8848252.8
136227,22.93,8760997.99
140619,22.83,7895445.84
117613,22.82,8211877.34
85300,22.81,8480195.94
80143,22.78,7619081.03
116490,22.76,7547782.48
120109,22.76,8135636.43
36111,22.76,7994525.11
79468,22.75,7558690.46
A0A6S8DW52,22.74,7370043.69
83394,22.74,7866874.59
137957,22.73,7480775.44
42736,22.69,6980394.03
142158,22.68,6986013.94
137978,22.66,7084235.26
83660,22.64,7169605.18
140148,22.64,7044626.43
42092,22.63,6737476.18
141485,22.63,7105897.08
A0A6S8EEA1,22.6,6783336.44
42384,22.59,6704160.66
45653,22.59,6562042.29
142771,22.58,6708241.81
142206,22.57,6737172.7
86370,22.56,6949323.34
142393,22.55,6414883.88
118443,22.52,6463394.57
78450,22.5,6579080.14
46198,22.49,6508347.06
44289,22.48,5948883.25
72566,22.48,6425337.68
71960,22.46,5930159.24
139905,22.42,6068435.39
63582,22.41,6036418.06
137113,22.41,6290733.6
83414,22.41,5778396.5
44843,22.4,5934821.2
47709,22.38,5796373.95
34362,22.35,6159798.44
81320,22.35,5600200.42
141670,22.34,5539913.55
83274,22.33,5735870.97
142686,22.31,5290994.46
2614,22.3,5250300
44127,22.29,5334943.33
142895,22.29,5386820.37
142238,22.29,5499323.91
139509,22.28,5250410.96
139055,22.26,5011819.13
140531,22.25,5419285.72
139062,22.24,5264645.36
42275,22.24,5550508.4
68849,22.22,5307327.35
115689,22.21,5300294.32
141892,22.21,5156607.6
43132,22.2,8897566.41
43296,22.19,5145562.29
107249,22.19,5784790.64
142419,22.19,9047225.08
137277,22.18,5309354.7
141948,22.17,4813024.97
136855,22.16,4867195.9
42124,22.16,5083514.06
142637,22.16,4898174.33
44030,22.15,4714838.23
147947,22.15,4978900
48072,22.14,5188533.19
37145,22.14,5298252.47
A0A6S8FUX8,22.14,5318321.09
136697,22.13,5318177.64
141059,22.13,4914131.99
146288,22.13,4943350.66
138233,22.13,4758793.78
136463,22.13,4792037.67
117291,22.13,5246774.16
A0A6S8CEQ0,22.12,4701692.86
43379,22.12,4855133.91
138365,22.11,4611057.54
125563,22.1,4641815.47
83581,22.1,4742643.24
A0A6S8DRH6,22.08,5048012.79
114891,22.08,4833706.69
68789,22.07,4884394.47
44584,22.07,4502990.37
45451,22.04,4481640.35
45185,22.04,4510664.59
11058,22.04,4607402
41896,22.03,4540266.69
122551,22.03,4471235.71
A0A6S8AS53,22.03,4456630.15
136502,22.03,4693727.84
42143,22.03,4592706.2
115514,22.03,4525400
82725,22.03,4443739.53
A0A6S8EZC4,22.02,4531312.08
42058,22.01,4834032.8
45310,22,4455456.23
73845,22,4382769.9
83486,22,5069338.74
136048,21.99,4287907.21
34480,21.99,4371872.74
48519,21.99,4384045.02
A0A6S8ETX0,21.97,4336108.14
69658,21.97,4066277.85
37656,21.97,4524151.19
47450,21.96,4622790
43262,21.96,4148585.92
47491,21.95,4214796.44
46880,21.94,4329643.88
137186,21.94,4031800
137668,21.94,4100543.64
140047,21.93,4621551.44
45860,21.92,4142464.86
104882,21.91,4659178.48
46720,21.91,4957604.34
44064,21.91,4796719.03
140607,21.91,4226645.76
48616,21.91,3975126.94
45900,21.91,4140732.16
72990,21.9,4132953.57
39605,21.9,4280737.55
5476,21.9,4091860.46
42828,21.9,4041850.74
71163,21.9,4302511.79
42652,21.89,4130303.68
80369,21.88,4476946.75
6170,21.88,4124774.6
115161,21.88,4281524
114188,21.87,4393691.32
140885,21.87,4025580.16
2136,21.86,4469262.62
45035,21.86,4053025.93
126688,21.86,4080521.61
140542,21.86,4474253.8
120126,21.85,4089009.35
8441,21.85,3875840.58
82186,21.84,4177095.55
42290,21.84,3755960.65
102883,21.84,4002906.65
44178,21.83,4236999.74
114364,21.83,3975198.51
137176,21.83,3880104.86
140959,21.82,3725160.79
72735,21.81,3867281.08
136647,21.81,4068380.01
61706,21.8,3874734.32
136268,21.8,3729820.8
140992,21.77,4068200
141478,21.77,4298000
A0A6S8BDF3,21.77,3570402.66
28528,21.76,3796162.82
48661,21.76,4062883.8
140998,21.76,3925104.94
46627,21.75,3797938.46
47601,21.75,3733727.39
47873,21.73,3693133.92
138216,21.73,3599334.91
66605,21.73,3953681.5
140639,21.73,3695650.25
75346,21.72,3601854.41
43584,21.72,3643314.51
46343,21.72,3795526.14
74137,21.71,4203289.11
142396,21.71,3702435.66
140804,21.7,3481324.03
43598,21.7,3832177.71
69685,21.7,3545503.13
42278,21.69,3424559.22
46997,21.68,3436021.56
45810,21.67,3546111.8
142511,21.67,3702140.49
47540,21.66,3491543.85
85053,21.66,3479801.83
75393,21.66,3924414.79
48454,21.66,3334693.22
115215,21.65,3799397.8
34765,21.64,3512927.5
